10292,2,150,0.445,1312,0,1836
8051,2,49,0.45,1298,0,623
2400,3,21,0.406666667,1437,0,414
28971,2,78,0.422310469,1385,0,397
27160,2,166,0.77,760,0,1222
47010,2,22,0.28,2092,0,399
38776,2,32,0.489524604,1199,0,2343
45856,2,17,0.497271959,1184,0,2775
55413,2,493,0.25,2356,0,1777
38126,2,475,0.25,2356,0,3275
9319,2,210,0.395,1494,0,718
19902,3,24,0.34,1737,0,603
45421,2,392,0.825,716,0,643
22179,2,630,0.825,716,0,1634
5876,2,44,0.67,882,0,919
51933,2,405,0.477258065,1240,0,415
27603,2,321,0.25,2370,0,368
45261,2,3,0.34,1744,0,1134
45172,2,126,0.34,1744,0,1197
27837,2,397,0.25,2378,0,2797
28351,2,57,0.34,1756,0,1877
23204,2,99,0.46,1298,0,934
37141,2,137,0.32,1866,0,2523
59196,2,82,0.265393159,2251,0,1094
6759,2,437,0.4,1494,0,459
50719,4,487,0.8125,736,0,911
56451,2,81,0.295,2030,0,3052
14423,2,17,0.422019704,1421,0,979
36503,2,364,0.25,2401,0,381
20085,2,49,0.26,2310,0,389
7352,2,344,0.4,1506,0,375
45413,3,400,0.366666667,1644,0,664
43278,2,478,0.55,1096,0,485
20592,2,366,0.55,1096,0,2487
24923,2,208,0.494545455,1221,0,511
52215,2,496,0.4,1510,0,494
37926,2,366,0.5,1208,0,418
36043,2,122,0.795,760,0,1463
29468,2,265,0.313909657,1926,0,2503
35535,2,238,0.525,1158,0,2852
58343,2,669,0.551358696,1104,0,1591
34606,2,680,0.4,1522,0,1608
32905,2,692,0.4,1522,0,727
24276,2,695,0.4,1522,0,732
18132,2,453,0.4,1522,0,1774
10244,2,569,0.4,1522,0,2311
61607,2,293,0.47,1298,0,1707
52248,2,439,0.35,1744,0,439
24043,2,506,0.4,1526,0,809
22923,2,289,0.46,1332,0,367
38884,2,420,0.419461486,1467,0,2259
18229,2,168,0.738105516,834,0,1228
39663,2,374,0.25,2463,0,1680
18231,2,687,0.25,2463,0,1228
41812,2,416,0.59728419,1031,0,449
18389,2,481,0.36262478,1703,0,996
3584,2,71,0.328548644,1881,0,2041
32914,2,580,0.311161388,1989,0,841
27298,2,619,0.75,826,0,1120
35506,2,136,0.535,1158,0,3068
26540,2,139,0.24749004,2510,0,917
54193,2,346,0.25,2486,0,1197
39763,2,144,0.590445498,1055,0,1554
42479,2,663,0.475,1312,0,686
9419,2,357,0.475,1312,0,503
1503,2,117,0.536858864,1162,0,1054
28942,2,78,0.28,2232,0,430
37983,2,325,0.25,2502,0,366
48399,2,300,0.494099526,1266,0,2109
60213,4,458,0.85,736,0,716
37551,4,546,0.85,736,0,1029
22976,2,79,0.29,2158,0,964
54109,2,581,0.825,760,0,1428
2036,2,107,0.555,1134,0,3397
5119,2,273,0.28,2253,0,1013
45050,2,338,0.319479535,1979,0,1767
2008,2,44,0.420798403,1503,0,3413
9377,2,84,0.475,1332,0,580
3212,3,114,0.316666667,1998,0,2200
9375,2,372,0.525,1208,0,585
19806,3,446,0.48335872,1313,0,753
43534,2,124,0.280725022,2262,0,404
20393,2,675,0.25,2542,0,3138
19936,2,247,0.463088128,1373,0,565
18546,2,5,0.44757917,1421,0,594
7284,2,218,0.671191983,948,0,395
18651,2,276,0.295,2158,0,372
22113,2,697,0.55,1158,0,1619
20317,2,33,0.409332478,1558,0,3211
9091,3,40,0.34,1877,0,1204
5191,2,7,0.84,760,0,1089
55993,2,74,0.34,1880,0,444
27591,2,373,0.4,1598,0,415
39075,2,66,0.605568182,1056,0,2207
44284,2,37,0.49,1306,0,454
38959,2,467,0.25,2563,0,2190
59991,2,310,0.25,2572,0,692
31189,5,19,0.7,920,0,1584
13096,4,563,0.875,736,0,1462
45967,2,378,0.9,716,0,2717
34704,2,696,0.9,716,0,1429
14069,2,681,0.4,1613,0,894
10071,2,566,0.538365304,1199,0,2557
55186,2,552,0.85,760,0,2575
25133,2,547,0.85,760,0,546
12220,2,494,0.633398629,1021,0,2168
41854,2,448,0.425,1522,0,888
7596,2,329,0.3,2158,0,1424
39992,2,6,0.34,1905,0,1249
12355,2,63,0.89,728,0,1846
52319,2,422,0.4,1620,0,420
16549,2,341,0.4,1620,0,368
7004,2,540,0.4,1620,0,541
15791,2,612,0.4,1622,0,615
27643,2,339,0.465329513,1396,0,2995
18479,2,342,0.25,2605,0,763
53130,2,459,0.55,1186,0,460
13954,2,168,0.565662338,1155,0,449
6263,2,634,0.823959647,793,0,633
1409,3,552,0.30971564,2110,0,1332
1985,2,45,0.275,2378,0,372
45391,2,324,0.25,2616,0,700
10065,2,405,0.375,1744,0,2577
40231,2,547,0.35,1870,0,1491
54534,2,273,0.45,1456,0,460
24169,2,38,0.505,1298,0,862
51644,2,542,0.25,2622,0,618
55948,2,484,0.507683398,1295,0,487
18313,2,29,0.275479682,2387,0,1173
54178,2,624,0.6,1096,0,1232
22503,2,509,0.6,1096,0,1480
12465,2,47,0.305,2158,0,2056
59099,2,35,0.34,1938,0,1061
43991,2,477,0.449114441,1468,0,983
58546,2,260,0.878348868,751,0,1476
15492,2,406,1,660,0,712
38364,2,525,0.8,826,0,2484
15363,2,700,0.8,826,0,699
31730,2,129,0.277032691,2386,0,1382
1867,2,308,0.34818612,1902,0,487
37037,2,261,0.33,2007,0,2612
9366,2,305,0.293881988,2254,0,608
23316,3,97,0.322438077,2059,0,1099
2757,2,323,0.473378475,1403,0,2388
45528,3,281,0.366666667,1812,0,384
54737,2,144,0.377771461,1759,0,2912
4913,2,628,0.875,760,0,1166
62510,2,648,0.575,1158,0,2979
6842,2,443,0.677235772,984,0,537
43845,2,219,0.575,1160,0,576
8543,2,31,0.34,1962,0,2608
51142,3,73,0.393333333,1701,0,470
9249,2,82,0.558173478,1199,0,935
43220,2,259,0.82192638,815,0,451
18106,4,51,0.3725,1800,0,2074
10952,3,95,0.293333333,2289,0,432
39020,2,205,0.58,1158,0,2228
1903,2,224,0.385,1746,0,449
266,2,49,0.385,1746,0,974
34698,2,324,0.406616314,1655,0,1550
4571,2,200,0.38,1774,0,1489
56277,2,221,0.3,2254,0,3227
19762,2,6,0.89,760,0,871
830,2,118,0.89,760,0,2744
42094,2,285,0.585,1158,0,872
54540,2,349,0.75,904,0,453
60761,2,512,0.425,1600,0,513
17281,2,719,0.4,1700,0,717
15528,2,384,0.417771639,1629,0,666
20024,2,78,0.269635932,2527,0,440
51956,2,497,0.825,826,0,567
48660,2,40,0.592337098,1151,0,1998
18576,2,285,0.52,1312,0,531
58821,2,553,0.9,760,0,1287
56689,2,17,0.346876268,1972,0,2451
32980,2,558,0.45,1521,0,751
36463,2,366,0.436949585,1567,0,480
30219,2,411,0.625,1096,0,2133
24033,2,717,0.625,1096,0,725
6736,2,532,0.625,1096,0,597
48849,2,569,0.730916844,938,0,1456
29793,2,398,0.382626882,1793,0,2203
45398,2,24,0.26617533,2578,0,671
43319,2,395,0.256152125,2682,0,397
36768,2,327,0.25,2750,0,2833
4788,2,432,0.25,2750,0,1346
41435,2,479,0.25,2758,0,483
6676,2,480,0.25,2758,0,483
19669,5,229,0.75,920,0,1075
45142,2,132,0.32,2158,0,1218
44105,2,218,0.353214103,1957,0,705
55468,2,206,0.294234043,2350,0,1602
51236,2,312,0.738207044,937,0,784
12855,2,28,0.29,2390,0,1492
45492,2,294,0.265,2616,0,489
4293,3,486,0.366666667,1893,0,1667
42973,2,404,0.6,1158,0,406
36278,2,544,0.4,1737,0,889
27200,2,611,0.6,1158,0,919
15566,2,622,0.6,1158,0,625
1493,2,528,0.6,1158,0,1091
47488,2,497,0.25,2780,0,2518
45151,2,448,0.25,2780,0,1218
32672,2,7,0.915,760,0,747
26608,2,44,0.396736902,1756,0,3082
22732,2,624,0.4,1743,0,870
32200,2,499,0.4,1744,0,538
4798,2,641,0.4,1744,0,1380
2072,2,452,0.673359073,1036,0,3336
59944,2,504,0.65,1074,0,910
34000,2,425,0.4,1746,0,457
23242,2,393,0.4,1746,0,1162
9114,2,436,0.4,1746,0,1197
60927,2,521,0.615594714,1135,0,519
45369,2,92,0.34,2055,0,763
22003,2,214,0.67785645,1031,0,1211
4554,2,162,0.92,760,0,1492
18689,2,309,0.525,1332,0,3015
954,2,90,0.633532609,1104,0,2677
18614,2,89,0.290868301,2407,0,431
57977,2,652,0.4,1752,0,1323
56755,2,152,0.276359338,2538,0,2415
50415,2,27,0.64,1096,0,621
37130,2,390,0.404844291,1734,0,2528
18320,2,262,0.47,1494,0,1173
1744,2,277,0.47,1494,0,632
50584,2,431,0.542316602,1295,0,1046
413,2,108,0.476829268,1476,0,601
8984,2,61,0.78,904,0,1686
56001,2,75,0.334375,2112,0,445
41911,2,77,0.408123557,1732,0,912
10096,2,373,0.418838863,1688,0,2555
32164,2,60,0.62911032,1124,0,1078
27439,3,52,0.171508244,4124,0,665
62456,2,678,0.4,1769,0,3105
54274,2,137,0.604944492,1171,0,1148
37890,3,276,0.36,1968,0,453
18268,2,80,0.39,1818,0,1182
47728,2,505,0.4,1774,0,2427
60588,2,660,0.475,1494,0,661
31170,2,643,0.45,1578,0,901
5042,2,710,0.45,1578,0,1099
28151,2,690,0.895838588,793,0,2677
22845,2,23,0.38,1870,0,926
12303,2,294,0.617777778,1152,0,2137
29149,2,282,0.26538003,2684,0,3261
49923,2,707,0.65,1096,0,1179
29507,2,616,0.65,1096,0,2513
31900,2,16,0.499698457,1426,0,1169
2422,2,352,0.426856287,1670,0,2532
55302,2,153,0.3,2378,0,2506
52404,2,366,0.55,1298,0,366
52376,2,441,0.55,1298,0,439
35029,2,681,0.55,1298,0,684
26627,2,359,0.55,1298,0,2881
21038,2,523,0.55,1298,0,2239
54537,2,20,0.41,1746,0,453
54456,2,38,0.41,1746,0,594
8913,3,9,0.433333333,1653,0,2296
30259,2,15,0.524111192,1367,0,2143
20929,3,363,0.2,3585,0,2291
57244,2,193,0.487126359,1472,0,2099
5292,2,126,0.289588378,2478,0,1039
52050,2,545,0.8,898,0,699
61143,2,123,0.555011583,1295,0,481
28950,2,135,0.595,1208,0,429
12919,2,318,0.452896725,1588,0,1246
36714,3,281,0.36,1998,0,2871
23541,2,94,0.319503106,2254,0,937
59007,2,488,1,721,0,1120
23137,2,663,0.55,1312,0,1127
14663,2,457,0.55,1312,0,984
7404,2,367,0.55,1312,0,376
5295,2,410,0.55,1312,0,803
54326,2,549,0.95,760,0,959
38626,2,342,0.95,760,0,2446
54573,2,103,0.320496894,2254,0,393
49324,2,678,0.475,1522,0,1617
28941,2,319,0.475,1522,0,430
12971,2,335,0.475,1522,0,1690
37955,2,177,0.28,2582,0,392
24510,2,427,0.4,1808,0,729
49851,2,38,0.625,1158,0,1250
26022,2,306,0.670138889,1080,0,1152
24492,2,569,0.625,1158,0,568
29409,2,146,0.385,1880,0,2468
16211,2,480,0.675,1074,0,481
51903,2,357,0.625,1160,0,431
58070,2,716,0.575,1262,0,1839
4677,2,35,0.37,1962,0,854
60064,2,727,0.4,1815,0,725
55756,2,720,0.8,908,0,726
37052,2,71,0.48,1514,0,2604
39563,2,122,0.36,2020,0,1962
21394,2,260,0.38,1914,0,2123
7644,2,79,0.414265376,1756,0,1645
15714,2,589,0.4,1820,0,607
31831,2,448,0.420525404,1732,0,1228
58007,2,304,0.265,2752,0,1815
353,2,276,0.63,1158,0,755
1584,2,489,0.45,1622,0,893
40001,2,310,0.673225806,1085,0,1747
30714,3,55,0.298675388,2446,0,1993
5136,2,441,0.921878941,793,0,1130
17610,4,287,0.330822413,2213,0,2960
19965,2,72,0.28,2616,0,523
60553,2,599,0.25,2930,0,671
16248,2,485,0.25,2930,0,492
12876,2,486,0.55,1332,0,1847
54576,2,236,0.42,1746,0,390
28079,3,185,0.470358974,1560,0,2595
55923,3,127,0.373333333,1968,0,515
36528,2,33,0.326118012,2254,0,3032
8695,2,6,0.635,1158,0,2139
3621,2,87,0.541081678,1359,0,2002
50440,2,197,0.33,2229,0,1019
5168,2,166,0.33,2229,0,858
60312,2,121,0.330004486,2229,0,796
28426,2,211,0.720852106,1021,0,1448
6251,4,340,1,736,0,706
456,2,200,0.415,1774,0,503
46585,2,271,0.265,2780,0,1057
3731,2,296,0.308764139,2387,0,1975
2048,2,107,0.65,1134,0,3377
15937,2,507,0.4,1843,0,505
1592,2,303,0.365,2020,0,867
27266,2,136,0.467174463,1582,0,1173
37779,2,46,0.341236162,2168,0,599
11039,2,622,0.346533958,2135,0,3347
3314,2,106,0.790096051,937,0,2121
54628,2,31,0.405454545,1826,0,2988
3649,2,459,0.425,1744,0,1922
23181,2,602,0.425,1746,0,1088
18610,2,346,0.425,1746,0,454
50396,2,3,0.315,2362,0,1022
20046,2,217,0.39,1910,0,424
18618,2,301,0.39,1910,0,424
35497,2,164,0.275,2710,0,2896
56061,2,55,0.285,2616,0,366
54570,3,67,0.326666667,2283,0,407
55927,2,324,0.575,1298,0,512
55511,2,492,0.575,1298,0,2235
42590,2,228,0.895203837,834,0,381
42472,2,671,0.5,1494,0,675
28682,2,91,0.34,2200,0,758
18457,2,84,0.671533632,1115,0,805
48880,2,678,0.825,908,0,1795
27866,2,29,0.34,2204,0,2768
37242,2,22,0.43,1744,0,2414
3700,2,634,1,751,0,1619
24014,2,105,0.37,2030,0,895
6513,2,390,0.387364621,1939,0,677
56143,2,515,0.7,1074,0,3337
33658,2,394,0.4,1880,0,632
41006,2,253,0.785,958,0,1026
34740,2,182,0.65,1158,0,1096
33143,2,609,0.65,1158,0,830
27314,2,192,0.65,1158,0,996
25926,2,584,0.65,1158,0,1199
2437,2,316,0.365283843,2061,0,2377
3102,2,115,0.83,908,0,2206
11454,2,36,0.4426835,1703,0,2457
25045,2,388,0.575,1312,0,483
15229,2,649,0.575,1312,0,886
4438,2,649,0.575,1312,0,1405
25105,2,557,0.35,2158,0,559
21599,2,342,0.35,2158,0,1676
42593,2,654,0.25,3022,0,693
21258,2,247,0.33,2290,0,1954
23444,2,322,0.75,1008,0,431
42964,2,482,0.667696381,1133,0,520
43969,2,24,0.36,2102,0,1121
39442,2,540,0.6,1262,0,2123
12610,2,309,0.25,3029,0,1773
32555,2,213,0.7175,1056,0,667
21105,2,104,0.435,1742,0,2216
50234,2,450,0.409481361,1851,0,1069
36372,2,122,0.632777314,1199,0,665
58712,2,517,1,760,0,1275
56210,2,727,1,760,0,3278
43215,2,411,1,760,0,409
30994,2,501,1,760,0,1675
20594,2,661,1,760,0,2480
12560,2,480,1,760,0,938
61792,2,560,0.4,1902,0,558
43860,2,560,0.4,1902,0,558
6898,2,282,0.470388649,1621,0,504
48558,2,442,0.25,3052,0,2023
2877,2,681,0.525,1456,0,2320
56413,2,23,0.361109014,2119,0,3105
54515,2,346,0.587260169,1303,0,496
57990,2,43,0.442228637,1732,0,1929
32595,2,397,0.7,1096,0,964
27939,2,545,0.7,1096,0,2739
19795,2,714,0.7,1096,0,769
1898,2,247,0.845,908,0,450
41785,2,109,0.52594928,1459,0,778
45157,2,198,0.38,2020,0,1211
165,2,1,0.38,2020,0,1182
45389,2,656,0.4,1920,0,700
28921,3,135,0.293333333,2619,0,450
32774,2,542,0.85,904,0,619
23912,2,554,0.85,904,0,692
18660,2,64,0.460526631,1671,0,3039
43247,2,274,0.28,2750,0,496
1026,2,97,0.3,2570,0,2615
34169,2,199,0.42210728,1827,0,497
60968,2,87,0.665,1160,0,562
46664,2,429,0.362206573,2130,0,893
42860,2,514,0.525034014,1470,0,512
1946,2,28,0.307609562,2510,0,398
28826,3,36,0.329620469,2345,0,564
59749,2,586,0.4,1933,0,584
56329,2,226,0.671354167,1152,0,3168
18573,2,335,0.6,1289,0,531
43230,2,80,0.309779736,2497,0,446
55778,3,213,0.393333333,1968,0,699
37172,3,507,0.499483871,1550,0,2504
16096,3,380,0.35291439,2196,0,485
55600,2,557,0.44165247,1761,0,1085
20057,3,195,0.748173077,1040,0,398
4157,2,619,0.725,1074,0,1589
10714,2,317,0.390350877,1995,0,630
26094,3,138,0.4,1947,0,1092
7584,2,479,0.6,1298,0,1403
43684,2,55,0.44340922,1757,0,1401
244,2,158,0.69,1134,0,1069
23610,2,641,0.675150992,1159,0,838
42731,2,626,0.345149912,2268,0,634
31296,2,272,0.622329094,1258,0,1559
45294,2,452,0.3,2616,0,986
20093,2,128,0.3,2616,0,382
51398,2,563,0.45,1746,0,678
30347,2,526,0.45,1746,0,2074
3103,2,17,0.38,2068,0,1701
40376,2,248,0.57,1380,0,1535
35481,2,674,0.4,1967,0,3085
14231,2,685,0.4,1967,0,1090
37490,2,416,0.6,1312,0,1258
37967,2,295,0.831721225,947,0,382
12862,2,85,0.365,2158,0,1939
45242,2,345,0.4,1970,0,1173
11234,2,193,0.729861111,1080,0,3184
4987,2,698,0.320341048,2463,0,900
12266,2,247,0.72,1096,300,1993
45222,2,131,0.445,1774,0,1171
30380,2,211,0.459302326,1720,0,2096
52651,2,324,0.581604121,1359,0,915
19220,2,29,0.468317536,1688,0,2594
21050,2,239,0.496562108,1594,0,2241
25820,2,360,0.355650224,2230,0,1317
27846,2,462,0.294816054,2691,0,2810
22044,2,523,0.647226754,1226,0,1915
4141,2,86,0.364,2180,0,1817
27406,2,119,0.408461143,1943,0,746
47173,2,218,0.455,1746,0,3309
45124,2,28,0.455,1746,0,1218
27802,2,625,0.725,1096,0,2856
39348,2,717,0.425,1870,0,1867
5203,3,193,0.74,1074,0,1053
56653,2,47,0.72,1104,0,2430
16066,2,356,0.32942029,2415,0,465
9430,2,43,0.305,2610,0,461
17263,2,67,0.63755004,1249,0,1022
5637,2,570,0.721603261,1104,0,933
43647,3,135,0.489441375,1629,0,1271
58708,2,229,0.657749382,1213,0,1148
23801,2,621,0.722961957,1104,0,978
40655,2,191,0.746679139,1069,0,1441
31118,2,541,0.762559694,1047,0,1765
10928,2,81,0.28,2852,0,392
55181,2,669,0.25,3196,0,2583
21332,2,718,0.525,1522,0,2163
33519,2,611,0.437629995,1827,0,674
12388,2,156,0.616491904,1297,0,2112
287,2,164,0.34,2352,0,945
55698,2,167,0.480312125,1666,0,866
60354,2,539,0.743055556,1080,0,542
21118,2,157,0.46,1746,0,2215
20822,2,67,0.46,1746,0,2338
24740,2,88,0.43,1870,0,450
14235,2,42,0.355,2266,0,1116
53296,3,47,0.486666667,1653,0,1734
56902,2,17,0.605,1330,0,2274
7212,2,57,0.695,1158,0,378
50835,2,158,0.745277778,1080,0,546
32600,2,456,0.85,947,0,937
43282,2,153,0.71,1134,0,505
32843,2,504,0.75,1074,0,906
51217,2,169,0.735,1096,0,802
43896,2,109,0.402210579,2004,0,1292
3751,2,620,0.754162769,1069,0,1949
46896,2,299,0.620253846,1300,0,557
28293,2,113,0.825516888,977,0,2334
45258,2,191,0.615,1312,0,1151
26448,2,146,0.286598011,2816,0,1410
12441,2,471,0.375244073,2151,0,1914
2687,3,236,0.335292653,2409,0,2432
168,2,209,0.528613473,1529,0,1173
10940,2,7,0.277040082,2919,0,383
49605,2,306,0.310799385,2602,0,1449
51804,2,387,0.406611362,1989,0,597
36131,2,648,0.625,1294,0,1204
52442,2,384,0.375,2158,0,431
46707,2,561,0.375,2158,0,815
29523,2,482,0.375,2158,0,2464
46376,2,561,0.51429479,1574,0,1877
62222,2,672,0.351105332,2307,0,867
